id,title,parent,parentLabel,cluster,clusterLabel,clusterDefault,kwEvidence,source,track,hidden
cite_glean_generative_latent_bank_for_largefa,GLEAN: Generative Latent Bank for Large-Factor Image Super-Resolution,2,Image Super-Resolution,26,Superresolution & Sparse & Representation,ai,-,cluster,ai,HIDE
cite_transres_a_deep_transfer_learning_approa,TransRes: A Deep Transfer Learning Approach to Migratable Image Super-Resolution in Remote,2,Image Super-Resolution,41,Superresolution & Remote & Sensing,ai,-,cluster,ai,HIDE
cite_t3sr_texture_transfer_transformer_for_re,T$^{3}$SR: Texture Transfer Transformer for Remote Sensing Image Superresolution,2,Image Super-Resolution,34,Superresolution & Transformer & Remote,ai,GENCV+AIFND,kw:GENCV,ai,HIDE
cite_contextaware_regiondependent_scale_propo,Context-Aware Region-Dependent Scale Proposals for Scale-Optimized Object Detection Using ,2,Image Super-Resolution,41,Superresolution & Remote & Sensing,ai,GENCV,kw:GENCV,ai,HIDE
cite_soupgan_superresolution_mri_using_genera,SOUP-GAN: Super-Resolution MRI Using Generative Adversarial Networks,2,Image Super-Resolution,48,Superresolution & Generative & Adversarial,ai,MED+AIFND,kw:MED,med,
cite_a_survey_on_training_challenges_in_gener,A survey on training challenges in generative adversarial networks for biomedical image an,1,Deep Learning & Generative Models,12,Adversarial & Medical & Generative,both,AIFND,cluster,both,
cite_machine_learning_in_magnetic_resonance_i,Machine learning in Magnetic Resonance Imaging:image reconstruction,5,Optimization & Compressed Sensing,7,Undersampled & Dynamic & Cascade,med,MED,kw:MED,med,
cite_reconstructing_high_fidelity_digital_roc,Reconstructing high fidelity digital rock images using deep convolutional neural networks,2,Image Super-Resolution,46,Generative & Adversarial & Porous,ct,CT,kw:CT,both,
cite_improving_image_quality_with_superresolu,Improving image quality with super-resolution deep-learning-based reconstruction in corona,4,Clinical CT Denoising & DL Reconstruction,16,Superresolution & Coronary & Angiography,ct,CT,kw:CT,both,
cite_an_improved_feature_extraction_algorithm,An improved feature extraction algorithm for robust Swin Transformer model in high-dimensi,1,Deep Learning & Generative Models,40,Segmentation & Unet & Biomedical,ai,AIFND,cluster,ai,HIDE
cite_ct_image_superresolution_reconstruction_,CT image super-resolution reconstruction based on global hybrid attention,2,Image Super-Resolution,44,Superresolution & Attention & Single,ai,CT,kw:CT,ct,
cite_swinir_transformer_applied_for_medical_i,SwinIR Transformer Applied for Medical Image Super-Resolution,2,Image Super-Resolution,34,Superresolution & Transformer & Remote,ai,AIFND,cluster,ai,HIDE
cite_multisource_deep_data_fusion_and_superre,Multi-source deep data fusion and super-resolution for downscaling sea surface temperature,2,Image Super-Resolution,49,Superresolution & Generative & Adversarial,ai,AIFND,cluster,ai,HIDE
cite_double_paths_network_with_residual_infor,Double paths network with residual information distillation for improving lung CT image su,2,Image Super-Resolution,42,Superresolution & Application & Chest,med,CT,kw:CT,ct,
cite_fiveminute_knee_mri_an_aibased_super_res,Five-minute knee MRI: An AI-based super resolution reconstruction approach for compressed ,5,Optimization & Compressed Sensing,6,Compressed & Sensing & Parallel,med,MED,kw:MED,med,
cite_hybridscale_hierarchical_transformer_for,Hybrid-Scale Hierarchical Transformer for Remote Sensing Image Super-Resolution,2,Image Super-Resolution,34,Superresolution & Transformer & Remote,ai,GENCV+AIFND,kw:GENCV,ai,HIDE
cite_a_deeplearning_superresolution_reconstru,A deep-learning super-resolution reconstruction model of turbulent reacting flow,2,Image Super-Resolution,49,Superresolution & Generative & Adversarial,ai,-,cluster,ai,HIDE
cite_superresolution_reconstruction_of_ct_ima,Super-Resolution Reconstruction of CT Images Based on Multi-scale Information Fused Genera,2,Image Super-Resolution,48,Superresolution & Generative & Adversarial,ai,CT+AIFND,kw:CT,both,
cite_image_superresolution_reconstruction_bas,Image super-resolution reconstruction based on multi-scale dual-attention,2,Image Super-Resolution,44,Superresolution & Attention & Single,ai,-,cluster,ai,HIDE
cite_pathological_image_superresolution_using,Pathological image super-resolution using mix-attention generative adversarial network,2,Image Super-Resolution,49,Superresolution & Generative & Adversarial,ai,AIFND,cluster,ai,HIDE
cite_deep_attention_superresolution_of_brain_,Deep attention super-resolution of brain magnetic resonance images acquired under clinical,2,Image Super-Resolution,44,Superresolution & Attention & Single,ai,MED,kw:MED,med,
cite_simultaneous_trimodal_medical_image_fusi,Simultaneous Tri-Modal Medical Image Fusion and Super-Resolution Using Conditional Diffusi,2,Image Super-Resolution,38,Superresolution & Simultaneous & Brain,med,AIFND,cluster,med,
cite_recycling_diagnostic_mri_for_empowering_,Recycling diagnostic MRI for empowering brain morphometric research – Critical &amp; pract,2,Image Super-Resolution,38,Superresolution & Simultaneous & Brain,med,MED,kw:MED,med,
cite_a_superresolution_diffusion_model_for_re,A Super-Resolution Diffusion Model for Recovering Bone Microstructure from CT Images,2,Image Super-Resolution,42,Superresolution & Application & Chest,med,CT+AIFND,kw:CT,both,
cite_mmsrnet_pathological_image_superresoluti,MMSRNet: Pathological image super-resolution by multi-task and multi-scale learning,2,Image Super-Resolution,26,Superresolution & Sparse & Representation,ai,-,cluster,ai,HIDE
cite_gated_multiattention_feedback_network_fo,Gated Multi-Attention Feedback Network for Medical Image Super-Resolution,2,Image Super-Resolution,44,Superresolution & Attention & Single,ai,-,cluster,ai,HIDE
cite_axial_superresolution_optical_coherence_,Axial super-resolution optical coherence tomography via complex-valued network,7,CT Reconstruction Foundations,13,Survey & Phase & Recovery,ct,CT,kw:CT,ct,
cite_clinical_evaluation_of_superresolution_f,Clinical evaluation of super-resolution for brain MRI images based on generative adversari,2,Image Super-Resolution,48,Superresolution & Generative & Adversarial,ai,MED+AIFND,kw:MED,med,
cite_superresolution_reconstruction_of_lf_nmr,Super-resolution reconstruction of LF NMR image based on DDPM for fruit non-destructive te,2,Image Super-Resolution,37,Superresolution & Diffusion & Probabilistic,ai,-,cluster,ai,HIDE
cite_superresolved_3d_satellite_lidar_imaging,Super-Resolved 3-D Satellite Lidar Imaging of Earth via Generative Diffusion Models,2,Image Super-Resolution,37,Superresolution & Diffusion & Probabilistic,ai,GENCV,kw:GENCV,ai,HIDE
cite_deep_learningbased_superresolution_recon,Deep Learning–Based Super-Resolution Reconstruction on Undersampled Brain Diffusion-Weight,2,Image Super-Resolution,38,Superresolution & Simultaneous & Brain,med,MED,kw:MED,med,
cite_highly_efficient_encoderdecoder_network_,Highly efficient encoder-decoder network based on multi-scale edge enhancement and dilated,1,Deep Learning & Generative Models,52,Denoising & Noise & Denoiser,split,-,embed(0.41),ct,
cite_machine_learning_in_magnetic_resonance_i_2,Machine learning in Magnetic Resonance Imaging: Image reconstruction,5,Optimization & Compressed Sensing,7,Undersampled & Dynamic & Cascade,med,MED,kw:MED,med,
cite_refining_computer_tomography_data_with_s,Refining computer tomography data with super-resolution networks to increase the accuracy ,2,Image Super-Resolution,42,Superresolution & Application & Chest,med,CT,kw:CT,ct,
cite_dsma_referencebased_image_superresolutio,DSMA: Reference-Based Image Super-Resolution Method Based on Dual-View Supervised Learning,2,Image Super-Resolution,44,Superresolution & Attention & Single,ai,AIFND,cluster,ai,HIDE
cite_superresolution_reconstruction_and_predi,Super-resolution reconstruction and prediction of flow fields based on deep learning and m,2,Image Super-Resolution,49,Superresolution & Generative & Adversarial,ai,-,cluster,ai,HIDE
cite_a_new_degradation_model_and_an_improved_,A new degradation model and an improved SRGAN for multi-image super-resolution reconstruct,2,Image Super-Resolution,49,Superresolution & Generative & Adversarial,ai,-,cluster,ai,HIDE
cite_a_novel_multiscale_residual_aggregation_,A Novel Multiscale Residual Aggregation Network-Based Image Super-Resolution Algorithm for,2,Image Super-Resolution,26,Superresolution & Sparse & Representation,ai,-,cluster,ai,HIDE
cite_multimedia_superresolution_via_deep_lear,Multimedia super-resolution via deep learning: A survey,2,Image Super-Resolution,26,Superresolution & Sparse & Representation,ai,-,cluster,ai,HIDE
cite_perception_consistency_ultrasound_image_,Perception consistency ultrasound image super-resolution via self-supervised CycleGAN,2,Image Super-Resolution,49,Superresolution & Generative & Adversarial,ai,MED+AIFND,kw:MED,med,
cite_deep_learning_ct_image_reconstruction_in,Deep Learning CT Image Reconstruction in Clinical Practice,4,Clinical CT Denoising & DL Reconstruction,50,Characteristics & Practice & Competitive,ct,CT,kw:CT,both,
cite_medsrnet_ganbased_medical_image_superres,Med-SRNet: GAN-Based Medical Image Super-Resolution via High-Resolution Representation Lea,2,Image Super-Resolution,48,Superresolution & Generative & Adversarial,ai,AIFND,cluster,ai,HIDE
cite_a_novel_strategy_to_develop_deep_learnin,A novel strategy to develop deep learning for image super-resolution using original ultra-,2,Image Super-Resolution,42,Superresolution & Application & Chest,med,CT,kw:CT,both,
cite_physical_accuracy_of_deep_neural_network,Physical Accuracy of Deep Neural Networks for 2D and 3D Multi-Mineral Segmentation of Rock,2,Image Super-Resolution,47,Rock & Digital & Microct,ct,CT,kw:CT,ct,
cite_transform_domain_based_medical_image_sup,Transform Domain Based Medical Image Super-resolution via Deep Multi-scale Network,2,Image Super-Resolution,35,Superresolution & Medical & Musculoskeletal,med,-,cluster,med,
cite_exploring_multiscale_deep_encoderdecoder,Exploring Multi-scale Deep Encoder-Decoder and PatchGAN for Perceptual Ultrasound Image Su,2,Image Super-Resolution,49,Superresolution & Generative & Adversarial,ai,MED,kw:MED,med,
cite_sparsebased_domain_adaptation_network_fo,Sparse-Based Domain Adaptation Network for OCTA Image Super-Resolution Reconstruction,2,Image Super-Resolution,26,Superresolution & Sparse & Representation,ai,-,cluster,ai,HIDE
cite_improved_detection_of_urolithiasis_using,Improved Detection of Urolithiasis Using High-Resolution Computed Tomography Images by a V,1,Deep Learning & Generative Models,40,Segmentation & Unet & Biomedical,ai,CT+AIFND,kw:CT,both,
cite_projection_superresolution_based_on_conv_2,Projection super-resolution based on convolutional neural network for computed tomography,2,Image Super-Resolution,42,Superresolution & Application & Chest,med,CT,kw:CT,both,
cite_single_patient_convolutional_neural_netw,Single patient convolutional neural networks for real-time MR reconstruction: a proof of c,1,Deep Learning & Generative Models,39,Radiologists & Classification & Covid19,ai,-,cluster,ai,HIDE
cite_lowdose_ct_image_superresolution_with_no,Low-Dose CT Image Super-Resolution With Noise Suppression Based on Prior Degradation Estim,4,Clinical CT Denoising & DL Reconstruction,28,Denoising & Lowdose & Noise,both,CT,kw:CT,ct,
cite_selfgoverning_assessment_network_sgan_ba,Self-Governing Assessment Network (SGAN) Based Super-Resolution for CT chest images,2,Image Super-Resolution,42,Superresolution & Application & Chest,med,CT,kw:CT,ct,
cite_improving_image_quality_and_lung_nodule_,Improving image quality and lung nodule detection for low-dose chest CT by using generativ,1,Deep Learning & Generative Models,11,Generative & Adversarial & Lowdose,both,CT+AIFND,kw:CT,both,
cite_overview_of_imagetoimage_translation_by__2,"Overview of image-to-image translation by use of deep neural networks: denoising, super-re",2,Image Super-Resolution,35,Superresolution & Medical & Musculoskeletal,med,-,cluster,med,
cite_superresolution_residual_unet_model_for_,Super-Resolution Residual U-Net Model for the Reconstruction of Limited-Data Tunable Diode,7,CT Reconstruction Foundations,13,Survey & Phase & Recovery,ct,CT,kw:CT,both,
cite_small_training_dataset_convolutional_neu,Small training dataset convolutional neural networks for application-specific super-resolu,2,Image Super-Resolution,26,Superresolution & Sparse & Representation,ai,-,cluster,ai,HIDE
cite_deep_learningbased_computed_tomographic_,Deep learning-based computed tomographic image super-resolution via wavelet embedding,2,Image Super-Resolution,42,Superresolution & Application & Chest,med,CT,kw:CT,both,
cite_efficient_fpga_binary_neural_network_arc,Efficient FPGA Binary Neural Network Architecture for Image Super-Resolution,2,Image Super-Resolution,26,Superresolution & Sparse & Representation,ai,-,cluster,ai,HIDE
cite_generative_adversarial_networkbased_post,Generative adversarial network-based post-processed image super-resolution technology for ,2,Image Super-Resolution,48,Superresolution & Generative & Adversarial,ai,MED+AIFND,kw:MED,med,
cite_improved_digital_chest_tomosynthesis_ima,Improved digital chest tomosynthesis image quality by use of a projection-based dual-energ,2,Image Super-Resolution,42,Superresolution & Application & Chest,med,CT,kw:CT,both,
cite_medical_image_superresolution_via_deep_r,Medical image super-resolution via deep residual neural network in the shearlet domain,2,Image Super-Resolution,35,Superresolution & Medical & Musculoskeletal,med,-,cluster,med,
cite_the_missing_link_in_image_quality_assess,The missing link in image quality assessment in digital dental radiography,9,Image Quality Assessment,0,Assessment & Similarity & Structural,ai,CT,kw:CT,ct,
cite_enhancing_unsupervised_rock_ct_image_sup,Enhancing unsupervised rock CT image super-resolution with non-local attention,2,Image Super-Resolution,42,Superresolution & Application & Chest,med,CT,kw:CT,ct,
cite_deep_residual_network_based_on_image_pri,Deep Residual Network Based on Image Priors for SingleImage Super Resolution in FFA Images,2,Image Super-Resolution,26,Superresolution & Sparse & Representation,ai,-,cluster,ai,HIDE
cite_validation_of_deeplearning_image_reconst,Validation of Deep-Learning Image Reconstruction for Low-Dose Chest Computed Tomography Sc,4,Clinical CT Denoising & DL Reconstruction,33,Chest & Noise & Lung,ct,CT,kw:CT,ct,
cite_comparison_of_cbctbased_dose_calculation,Comparison of CBCT‐based dose calculation methods in head and neck cancer radiotherapy: fr,4,Clinical CT Denoising & DL Reconstruction,50,Characteristics & Practice & Competitive,ct,CT,kw:CT,both,
cite_limitedprojection_volumetric_tomography_,Limited-projection volumetric tomography for time-resolved turbulent combustion diagnostic,7,CT Reconstruction Foundations,56,Directional & Wavelets & Lowdose,ct,CT,kw:CT,both,
cite_deep_learning_reconstruction_with_single,Deep learning reconstruction with single-energy metal artifact reduction in pelvic compute,6,Metal Artifacts & Specialized Tomography,1,Metal & Artifact & Reduction,ct,CT,kw:CT,both,
cite_application_of_deep_learning_image_recon,Application of deep learning image reconstruction in low-dose chest CT scan,4,Clinical CT Denoising & DL Reconstruction,33,Chest & Noise & Lung,ct,CT,kw:CT,both,
cite_deep_learningbased_and_hybridtype_iterat,Deep learning-based and hybrid-type iterative reconstructions for CT: comparison of capabi,4,Clinical CT Denoising & DL Reconstruction,30,Abdominal & Comparison & Iterative,ct,CT,kw:CT,both,
cite_exploring_the_impact_of_superresolution_,Exploring the impact of super-resolution deep learning on MR angiography image quality,4,Clinical CT Denoising & DL Reconstruction,16,Superresolution & Coronary & Angiography,ct,-,cluster,both,
cite_identification_and_counting_of_pacific_o,Identification and counting of Pacific oyster Crassostrea gigas larvae by object detection,1,Deep Learning & Generative Models,36,Concepts & Architectures & Challenges,ai,GENCV,kw:GENCV,ai,HIDE
cite_improving_image_quality_with_deep_learni,Improving image quality with deep learning image reconstruction in double-low-dose head CT,4,Clinical CT Denoising & DL Reconstruction,51,Reduction & Algorithm & Phantom,ct,CT,kw:CT,both,
cite_effectiveness_of_deep_learning_reconstru,Effectiveness of deep learning reconstruction on standard to ultra-low-dose high-definitio,4,Clinical CT Denoising & DL Reconstruction,33,Chest & Noise & Lung,ct,CT,kw:CT,both,
cite_clinical_feasibility_of_deep_learning_re,Clinical feasibility of deep learning reconstruction in liver diffusion-weighted imaging: ,4,Clinical CT Denoising & DL Reconstruction,29,Liver & Metastases & Raunet,ct,-,cluster,both,
cite_deep_learning_reconstruction_for_improvi,Deep learning reconstruction for improving the visualization of acute brain infarct on com,4,Clinical CT Denoising & DL Reconstruction,19,Iterative & Angiography & Algorithm,ct,CT,kw:CT,both,
cite_deeplearningbased_framework_for_pet_imag,Deep-Learning-Based Framework for PET Image Reconstruction from Sinogram Domain,4,Clinical CT Denoising & DL Reconstruction,4,Deeppet & Encoderdecoder & Directly,med,CT+MED,kw:CT,both,
cite_the_value_of_deep_learning_image_reconst,The Value of Deep Learning Image Reconstruction in Improving the Quality of Low-Dose Chest,4,Clinical CT Denoising & DL Reconstruction,33,Chest & Noise & Lung,ct,CT,kw:CT,both,
cite_assessing_the_effects_of_deep_learning_r,Assessing the Effects of Deep Learning Reconstruction on Abdominal CT Without Arm Elevatio,4,Clinical CT Denoising & DL Reconstruction,30,Abdominal & Comparison & Iterative,ct,CT,kw:CT,both,
cite_deep_learning_reconstruction_for_the_eva,Deep learning reconstruction for the evaluation of neuroforaminal stenosis using 1.5T cerv,4,Clinical CT Denoising & DL Reconstruction,22,Bone & Application & Prediction,ct,MED,kw:MED,med,
cite_deeplearning_reconstruction_for_the_eval,Deep-learning reconstruction for the evaluation of lumbar spinal stenosis in computed tomo,4,Clinical CT Denoising & DL Reconstruction,22,Bone & Application & Prediction,ct,CT,kw:CT,ct,
cite_a_deep_convolutional_neural_network_for_,A deep convolutional neural network for simultaneous denoising and deblurring in computed ,4,Clinical CT Denoising & DL Reconstruction,28,Denoising & Lowdose & Noise,both,CT,kw:CT,both,
cite_superresolution_deep_learning_reconstruc_6,Super-resolution Deep Learning Reconstruction Cervical Spine 1.5T MRI: Improved Interobser,4,Clinical CT Denoising & DL Reconstruction,22,Bone & Application & Prediction,ct,MED,kw:MED,med,
cite_denoising_of_motion_artifacted_mri_scans,Denoising of motion artifacted MRI scans using conditional generative adversarial network,1,Deep Learning & Generative Models,14,Adversarial & Generative & Compressed,split,MED+AIFND,kw:MED,med,
cite_deep_learning_methods_for_3d_magnetic_re,"Deep learning methods for 3D magnetic resonance image denoising, bias field and motion art",5,Optimization & Compressed Sensing,7,Undersampled & Dynamic & Cascade,med,MED,kw:MED,med,
cite_improved_image_quality_in_contrastenhanc,Improved image quality in contrast-enhanced 3D-T1 weighted sequence by compressed sensing-,5,Optimization & Compressed Sensing,7,Undersampled & Dynamic & Cascade,med,-,cluster,med,
cite_practical_medical_image_generation_with_,Practical Medical Image Generation with Provable Privacy Protection Based on Denoising Dif,1,Deep Learning & Generative Models,53,Diffusion & Denoising & Probabilistic,split,-,embed(0.42),both,
cite_the_effect_of_head_motion_on_brain_age_p,The effect of head motion on brain age prediction using deep convolutional neural networks,1,Deep Learning & Generative Models,36,Concepts & Architectures & Challenges,ai,-,cluster,ai,HIDE
cite_multidisciplinary_quantitative_and_quali,Multidisciplinary quantitative and qualitative assessment of IDH-mutant gliomas with full ,5,Optimization & Compressed Sensing,7,Undersampled & Dynamic & Cascade,med,-,cluster,med,
cite_secoinr_semantically_conditioned_implici,SeCo-INR: Semantically Conditioned Implicit Neural Representations for Improved Medical Im,2,Image Super-Resolution,35,Superresolution & Medical & Musculoskeletal,med,-,cluster,med,
cite_practical_medical_image_generation_with__2,Practical Medical Image Generation with Provable Privacy Protection based on Denoising Dif,1,Deep Learning & Generative Models,53,Diffusion & Denoising & Probabilistic,split,-,embed(0.42),both,
cite_dang_data_augmentation_based_on_nirii_gu,DANG: Data Augmentation Based on NIR-II Guided Diffusion Model for Fluorescence Molecular ,7,CT Reconstruction Foundations,54,Inverse & Problems & Ultrasound,med,CT+MED+AIFND,kw:CT,both,
cite_mr_image_quality_assessment_via_enhanced,MR Image Quality Assessment via Enhanced Mamba: A Hybrid Spatial-Frequency Approach,9,Image Quality Assessment,0,Assessment & Similarity & Structural,ai,-,cluster,ai,HIDE
cite_larunet_laplacian_attention_residual_une,LaRU-Net: Laplacian Attention Residual U-Net for Multimodality Medical Image Enhancement,1,Deep Learning & Generative Models,40,Segmentation & Unet & Biomedical,ai,-,cluster,ai,HIDE
cite_fetal_mri_artifacts_semisupervised_gener,Fetal MRI Artifacts: Semi-Supervised Generative Adversarial Neural Network for Motion Arti,1,Deep Learning & Generative Models,14,Adversarial & Generative & Compressed,split,MED+AIFND,kw:MED,med,
cite_improving_lung_nodule_segmentation_in_th,Improving lung nodule segmentation in thoracic CT scans through the ensemble of 3D U-Net m,1,Deep Learning & Generative Models,40,Segmentation & Unet & Biomedical,ai,CT,kw:CT,both,
cite_enhanced_unet_architecture_for_lung_segm,Enhanced U-Net Architecture for Lung Segmentation on Computed Tomography and X-Ray Images,1,Deep Learning & Generative Models,40,Segmentation & Unet & Biomedical,ai,CT,kw:CT,both,
cite_classification_of_pneumonia_tuberculosis,"Classification of Pneumonia, Tuberculosis, and COVID-19 on Computed Tomography Images usin",1,Deep Learning & Generative Models,39,Radiologists & Classification & Covid19,ai,CT,kw:CT,both,
cite_pulmonary_nodule_segmentation_network_ba,Pulmonary Nodule Segmentation Network Based on Res Select Kernel Contextual U-Net,1,Deep Learning & Generative Models,40,Segmentation & Unet & Biomedical,ai,-,cluster,ai,HIDE
cite_3d_unetbased_segmentation_of_voids_and_d,3D U-Net-based segmentation of voids and delamination in composite materials using micro-C,1,Deep Learning & Generative Models,40,Segmentation & Unet & Biomedical,ai,CT,kw:CT,both,
cite_swinattenunet_a_hybrid_transformerconvol,Swin-AttenUNet: A Hybrid Transformer-Convolutional Framework for 3D Lung Nodule Segmentati,1,Deep Learning & Generative Models,40,Segmentation & Unet & Biomedical,ai,CT+AIFND,kw:CT,both,
cite_ctenet_contextual_texture_enhancement_ne,CTE-Net: Contextual Texture Enhancement Network for Image Super-Resolution,2,Image Super-Resolution,26,Superresolution & Sparse & Representation,ai,-,cluster,ai,HIDE
cite_information_sparsity_guided_transformer_,Information sparsity guided transformer for multi-modal medical image super-resolution,2,Image Super-Resolution,34,Superresolution & Transformer & Remote,ai,AIFND,cluster,ai,HIDE
cite_activating_more_information_in_arbitrary,Activating More Information in Arbitrary-Scale Image Super-Resolution,2,Image Super-Resolution,26,Superresolution & Sparse & Representation,ai,-,cluster,ai,HIDE
cite_superresolution_swin_transformer_and_att,Super‐Resolution Swin Transformer and Attention Network for Medical CT Imaging,2,Image Super-Resolution,34,Superresolution & Transformer & Remote,ai,CT+AIFND,kw:CT,both,
cite_perception_and_fidelityaware_reducedrefe,Perception- and Fidelity-Aware Reduced-Reference Super-Resolution Image Quality Assessment,9,Image Quality Assessment,0,Assessment & Similarity & Structural,ai,-,cluster,ai,HIDE
cite_analysis_of_medical_images_superresoluti,Analysis of medical images super-resolution via a wavelet pyramid recursive neural network,2,Image Super-Resolution,38,Superresolution & Simultaneous & Brain,med,-,cluster,med,
cite_brain_mri_image_superresolution_reconstr,Brain MRI Image Super-Resolution Reconstruction: A Systematic Review,2,Image Super-Resolution,38,Superresolution & Simultaneous & Brain,med,MED,kw:MED,med,
cite_contextaware_lightweight_remotesensing_i,Context-aware lightweight remote-sensing image super-resolution network,2,Image Super-Resolution,41,Superresolution & Remote & Sensing,ai,-,cluster,ai,HIDE
cite_an_efficient_feature_reuse_distillation_,An efficient feature reuse distillation network for lightweight image super-resolution,2,Image Super-Resolution,26,Superresolution & Sparse & Representation,ai,-,cluster,ai,HIDE
cite_learning_the_degradation_distribution_fo,Learning the degradation distribution for medical image superresolution via sparse swin tr,2,Image Super-Resolution,34,Superresolution & Transformer & Remote,ai,AIFND,cluster,ai,HIDE
cite_network_architecture_for_single_image_su,Network architecture for single image super‐resolution: A comprehensive review and compari,2,Image Super-Resolution,26,Superresolution & Sparse & Representation,ai,-,cluster,ai,HIDE
cite_remote_sensing_singleimage_superresoluti,Remote Sensing Single-Image Super-Resolution Using Convolutional Block Attention Residual ,2,Image Super-Resolution,44,Superresolution & Attention & Single,ai,GENCV,kw:GENCV,ai,HIDE
cite_single_image_super_resolution_via_multia,Single Image Super Resolution via Multi-Attention Fusion Recurrent Network,2,Image Super-Resolution,44,Superresolution & Attention & Single,ai,-,cluster,ai,HIDE
cite_improving_medical_image_quality_using_a_,Improving Medical Image Quality Using a Super-Resolution Technique with Attention Mechanis,2,Image Super-Resolution,44,Superresolution & Attention & Single,ai,AIFND,cluster,ai,HIDE
cite_m2trans_multimodal_regularized_coarsetof,M2Trans: Multi-Modal Regularized Coarse-to-Fine Transformer for Ultrasound Image Super-Res,2,Image Super-Resolution,34,Superresolution & Transformer & Remote,ai,MED+AIFND,kw:MED,med,
cite_image_superresolution_network_based_on_f,Image Super-Resolution Network Based on Feature Fusion Attention,2,Image Super-Resolution,44,Superresolution & Attention & Single,ai,-,cluster,ai,HIDE
cite_a_novel_deeplearningbased_enhanced_textu,A Novel Deep-Learning-Based Enhanced Texture Transformer Network for Reference Image Super,2,Image Super-Resolution,26,Superresolution & Sparse & Representation,ai,AIFND,cluster,ai,HIDE
cite_multiscale_feature_adaptive_aggregation_,Multi-scale feature adaptive aggregation Transformer for super-resolution of lung computed,2,Image Super-Resolution,42,Superresolution & Application & Chest,med,CT+AIFND,kw:CT,both,
cite_adaptive_dynamic_shuffle_convolutional_p,Adaptive Dynamic Shuffle Convolutional Parallel Network for Image Super-Resolution,2,Image Super-Resolution,26,Superresolution & Sparse & Representation,ai,-,cluster,ai,HIDE
cite_difficultyguided_variant_degradation_lea,Difficulty-Guided Variant Degradation Learning for Blind Image Super-Resolution,2,Image Super-Resolution,26,Superresolution & Sparse & Representation,ai,-,cluster,ai,HIDE
cite_uncertainty_estimation_using_boundary_pr,Uncertainty estimation using boundary prediction for medical image super-resolution,2,Image Super-Resolution,35,Superresolution & Medical & Musculoskeletal,med,-,cluster,med,
cite_referencebased_image_superresolution_wit_2,Reference-based image super-resolution with attention extraction and pooling of residuals,2,Image Super-Resolution,44,Superresolution & Attention & Single,ai,-,cluster,ai,HIDE
cite_hypersr_a_hypernetwork_based_framework_f,HyperSR: A Hypernetwork Based Framework for Image Super-Resolution,2,Image Super-Resolution,26,Superresolution & Sparse & Representation,ai,-,cluster,ai,HIDE
cite_mdtn_multiscale_dense_transformer_networ,MDTN: Multi-scale Dense Transformer Network for single-image super-resolution,2,Image Super-Resolution,34,Superresolution & Transformer & Remote,ai,AIFND,cluster,ai,HIDE
cite_pdsrn_a_progressive_distillation_network,PDSRN: a progressive distillation network for generalizable single image super-resolution,2,Image Super-Resolution,26,Superresolution & Sparse & Representation,ai,-,cluster,ai,HIDE
cite_deeper_or_wider_a_guidance_for_future_si,Deeper or Wider? A Guidance for Future Single Image Super-Resolution Neural Network,2,Image Super-Resolution,26,Superresolution & Sparse & Representation,ai,-,cluster,ai,HIDE
cite_a_multihead_convolutional_attention_resi,A multi‐head convolutional attention residual network for prepress image super‐resolution ,2,Image Super-Resolution,44,Superresolution & Attention & Single,ai,-,cluster,ai,HIDE
cite_iterative_consistent_attentional_diffusi,Iterative Consistent Attentional Diffusion Model for Multi-Contrast MRI Super-Resolution,2,Image Super-Resolution,38,Superresolution & Simultaneous & Brain,med,MED+AIFND,kw:MED,med,
cite_unrolling_localnonlocal_network_for_mr_i,Unrolling Local-Nonlocal Network for Mr Image Super-Resolution,2,Image Super-Resolution,26,Superresolution & Sparse & Representation,ai,-,cluster,ai,HIDE
cite_allinone_medical_image_restoration_with_,All-in-One Medical Image Restoration with Latent Diffusion-Enhanced Vector-Quantized Codeb,1,Deep Learning & Generative Models,53,Diffusion & Denoising & Probabilistic,split,-,embed(0.52),both,
cite_attention_mechanisms_in_medical_image_an,"Attention Mechanisms in Medical Image Analysis: Advance, Challenge, and Future Direction",1,Deep Learning & Generative Models,40,Segmentation & Unet & Biomedical,ai,-,cluster,ai,HIDE
cite_tc3net_transformer_and_convolution_coupl,TC3Net: Transformer and Convolution Coupled Contrastive Network for Single Image Super-Res,2,Image Super-Resolution,26,Superresolution & Sparse & Representation,ai,AIFND,cluster,ai,HIDE
cite_a_multihead_attentionbased_lightweight_g,A Multi-Head Attention-Based Lightweight Generative Adversarial Network for Thyroid Ultras,2,Image Super-Resolution,49,Superresolution & Generative & Adversarial,ai,MED+GENCV+AIFND,kw:GENCV,ai,HIDE
cite_high_fidelity_medical_image_superresolut,High fidelity medical image super-resolution based on Medical Multi-Feature Compensation A,2,Image Super-Resolution,49,Superresolution & Generative & Adversarial,ai,AIFND,cluster,ai,HIDE
cite_comprehensive_review_of_deep_learning_ap,Comprehensive Review of Deep Learning Approaches for Single-Image Super-Resolution,2,Image Super-Resolution,26,Superresolution & Sparse & Representation,ai,-,cluster,ai,HIDE
cite_pconvsrgan_realworld_superresolution_rec,PConvSRGAN: Real-world super-resolution reconstruction with pure convolutional networks,2,Image Super-Resolution,26,Superresolution & Sparse & Representation,ai,-,cluster,ai,HIDE
